"stock_code","total_qty","total_rev","cluster"
"85032D",630,467.5,2
"85034A",492,844.04,2
"85034B",884,1362.44,2
"85034C",1072,1560.64,2
"85035A",263,689.79,2
"85035B",558,820.5,2
"85035C",1105,1611.45,2
"85036A",211,676.03,2
"85036B",360,581.58,2
"85036C",742,1051.52,2
"85038",1018,1994.26,2
"85039A",445,586.55,2
"85039B",491,669.91,2
"85039C",222,129.94,2
"85040A",807,1348.19,2
"85040B",135,222.75,2
"85045",41,186.15,2
"85047",3,19.05,2
"85048",1266,9374.69999999999,2
"85049A",2907,3607.8,2
"85049B",54,67.5,2
"85049C",1198,1471.35,2
"85049D",539,673.75,2
"85049E",2747,3499.7,2
"85049F",374,467.5,2
"85049G",1580,1926.33,2
"85049H",448,520.47,2
"85053",1549,3104.31999999999,2
"85054",551,1233.31,2
"85055",37,122.75,2
"85059",290,771.21,2
"85061W",1986,1609.8,2
"85062",1380,2234.67,2
"85064",205,866.05,2
"85066",1705,20562.92,3
"85067",7,126.65,2
"85071A",976,512.8,2
"85071B",1256,622.639999999999,2
"85071C",607,313.78,2
"85071D",362,205.98,2
"85078",1746,376.5,2
"85084",17,14.45,2
"85086A",45,38.25,2
"85087",40,119.36,2
"85088",188,385.27,2
"85089",14,41.3,2
"85092",27,40.05,2
"85093",451,227.49,2
"85094",502,122.94,2
"85095",66,128.26,2
"85096",20,75,2
"85099B",46181,85220.7800000019,1
"85099C",12793,23675.0399999999,3
"85099F",16807,30644.1999999999,3
"85103",91,545.45,2
"85104",196,502.48,2
"85106",530,918.06,2
"85107",243,516.45,2
"85109",12,10.2,2
"85111",1407,419.55,2
"85114A",585,893.25,2
"85114B",394,626.1,2
"85114C",457,730.05,2
"85116",694,702.8,2
"85118",142,135.74,2
"85123A",36782,100603.499999999,1
"85124B",82,209.1,2
"85124C",84,214.2,2
"85125",129,584.65,2
"85127",80,396,2
"85129B",101,124.11,2
"85129C",77,99.88,2
"85129D",166,241.38,2
"85130A",77,127.05,2
"85130B",816,707.7,2
"85130C",479,425.71,2
"85130D",552,526.38,2
"85131A",469,462.17,2
"85131B",142,120.38,2
"85131C",73,78.71,2
"85131D",115,113.09,2
"85132A",455,967.25,2
"85132B",513,1048.35,2
"85132C",1404,2817.8,2
"85135A",15,119.25,2
"85135B",47,373.65,2
"85135C",78,620.1,2
"85136A",51,405.45,2
"85136B",2,15.9,2
"85136C",35,278.25,2
"85141",123,627.45,2
"85144",222,586.6,2
"85145",38,167.7,2
"85146",43,147.85,2
"85150",3899,8699.13000000001,2
"85152",8164,15539.11,3
"85159A",451,779.45,2
"85159B",622,1134.5,2
"85160B",105,46.11,2
"85161",12,221.4,2
"85163A",45,349.95,2
"85163B",44,333.6,2
"85167B",48,93,2
"85168B",17,149.67,2
"85169A",502,496.72,2
"85169B",201,191.49,2
"85169C",336,353.72,2
"85169D",232,236.48,2
"85170A",1,2.1,2
"85170B",179,195.9,2
"85170C",252,366.23,2
"85170D",355,497.21,2
"85172",1328,557.76,2
"85173",434,628.47,2
"85174",497,1985.67,2
"85175",5217,2078.66,2
"85176",626,542.24,2
"85177",775,600.61,2
"85178",2371,2642.19,2
"85179A",119,188.31,2
"85179C",69,89.65,2
"85180A",434,844.34,2
"85180B",196,381,2
"85183A",657,805.75,2
"85183B",977,1228.25,2
"85184C",1523,2478.43,2
"85185B",291,839.250000000001,2
"85185D",15,44.25,2
"85186A",525,220.5,2
"85186C",413,173.46,2
"85187",324,515.4,2
"85188A",302,256.7,2
"85188B",75,63.75,2
"85189",9,7.65,2
"85194L",901,747.13,2
"85194S",1163,447.75,2
"85195",11,23.1,2
"85197",33,69.3,2
"85198",86,68.06,2
"85199L",925,598.37,2
"85199S",2234,946.07,2
"85200",183,228.75,2
"85202",300,126,2
"85203",570,237.96,2
"85204",1876,249.48,2
"85205B",116,295.8,2
"85206A",916,1450.2,2
"85206B",14,23.1,2
"85208",161,298.74,2
"85211",142,151.92,2
"85212",2452,723.720000000001,2
"85213",821,301.37,2
"85214",103,169.95,2
"85215",163,105.95,2
"85216",55,35.75,2
"85224",3,6.3,2
"85225",6,6.25,2
"85227",1322,1107.08,2
"85230A",840,203.28,2
"85230B",1264,326.24,2
"85230E",1101,267.45,2
"85230F",338,90.34,2
"85230G",1032,257.04,2
"85231B",798,672.06,2
"85231G",573,471.45,2
"85232A",74,349.5,2
"85232B",268,1326.6,2
"85232D",175,832.650000000001,2
"90000A",11,65.45,2
"90000B",3,17.85,2
"90000D",6,35.7,2
"90001A",2,8.5,2
"90001B",4,17,2
"90001C",2,8.5,2
"90001D",5,21.25,2
"90002D",10,37.5,2
"90003B",6,22.5,2
"90003C",12,45,2
"90003D",18,67.5,2
"90003E",8,30,2
"90010A",7,62.65,2
"90010B",7,62.65,2
"90010E",10,89.5,2
"90011A",1,2.95,2
"90011B",7,20.65,2
"90012A",8,23.6,2
"90012B",12,35.4,2
"90013A",16,60,2
"90013C",11,41.25,2
"90014A",16,103.2,2
"90014B",10,85.5,2
"90014C",4,32.8,2
"90016A",14,80.75,2
"90016B",9,76.5,2
"90018A",17,72.25,2
"90018B",8,34,2
"90018C",6,25.5,2
"90019A",18,89.1,2
"90019B",2,9.9,2
"90019C",4,19.8,2
"90021",1,11.95,2
"90022",8,30,2
"90023",8,34,2
"90024B",4,34,2
"90024C",2,17,2
"90024D",1,8.5,2
"90024F",2,17,2
"90025A",2,7.5,2
"90025F",1,3.75,2
"90026A",2,17,2
"90026B",2,17,2
"90026C",3,25.5,2
"90026D",3,25.5,2
"90027A",4,11.8,2
"90027D",4,11.8,2
"90028",2,17,2
"90029",3,25.5,2
"90030A",72,72,2
"90030B",112,131.8,2
"90030C",74,74,2
"90031",48,48,2
"90032",19,90.67,2
"90033",2,5.1,2
"90035A",4,43,2
"90035C",2,21.5,2
"90036A",6,47.7,2
"90036B",4,31.8,2
"90036C",6,47.7,2
"90036D",11,87.45,2
"90036E",7,55.65,2
"90036F",4,31.8,2
"90037B",6,15.3,2
"90038A",6,22.5,2
"90038B",6,22.5,2
"90038C",6,22.5,2
"90039A",6,22.5,2
"90039B",6,22.5,2
"90039C",1,3.75,2
"90039D",14,52.5,2
"90040A",6,21,2
"90040B",4,14,2
"90040C",7,24.5,2
"90041",2,7,2
"90042A",3,7.65,2
"90043",4,24.81,2
"90046",3,14.85,2
"90048",3,14.85,2
"90049",5,34.77,2
"90050",6,41.7,2
"90051",6,41.7,2
"90054",1,2.55,2
"90055",1,2.55,2
"90057",1008,1311.36,2
"90058A",324,123.12,2
"90058B",612,232.56,2
"90059A",6,9.9,2
"90059B",9,14.85,2
"90059C",8,13.2,2
"90059D",6,9.9,2
"90059E",10,16.5,2
"90059F",9,14.85,2
"90060B",1,5.95,2
"90060D",3,17.85,2
"90062",20,255,2
"90063A",11,93.5,2
"90063B",8,68,2
"90064A",7,26.25,2
"90064B",11,41.25,2
"90065A",8,54,2
"90065B",1,6.75,2
"90067A",10,29.5,2
"90069",2,15,2
"90070",8,47.6,2
"90071",1,1.25,2
"90072",10,37.5,2
"90073",13,64.35,2
"90074",2,17.9,2
"90076",6,15.3,2
"90078",2,15,2
"90079",5,24.75,2
"90081A",15,74.25,2
"90081C",11,54.45,2
"90082A",21,133.35,2
"90082B",27,171.45,2
"90082D",8,50.8,2
"90083",19,13.69,2
"90084",1,0.85,2
"90085",24,20.4,2
"90086",85,49.93,2
"90087",90,33.66,2
"90089",25,4.75,2
"90093",47,20.39,2
"90094",13,33.15,2
"90096",8,20.4,2
"90098",28,71.4,2
"90099",20,51,2
"90100",1,2.55,2
"90101",15,38.25,2
"90102",10,8.5,2
"90103",8,20.4,2
"90104",1,0.85,2
"90108",64,67.2,2
"90114",66,168.3,2
"90116",16,27.04,2
"90118",6,15.3,2
"90119",60,148.32,2
"90120B",20,85,2
"90120C",31,131.75,2
"90120D",2,8.5,2
"90122A",8,39.6,2
"90122B",1,4.95,2
"90122C",17,84.15,2
"90123A",14,83.3,2
"90123B",8,47.6,2
"90123C",13,77.35,2
"90123D",3,17.85,2
"90124A",6,59.7,2
"90124B",4,39.8,2
"90124C",7,69.65,2
"90125A",109,93.9,2
"90125B",19,24.9,2
"90125C",73,63.3,2
"90125D",74,65.4,2
"90125E",1,2.1,2
"90128B",1,1.25,2
"90129A",7,20.65,2
"90129B",21,61.95,2
"90129C",17,50.15,2
"90129D",8,23.6,2
"90129E",6,17.7,2
"90129F",16,47.2,2
"90130A",1,2.95,2
"90130B",9,26.55,2
"90131",4,27.8,2
"90133",9,44.55,2
"90135",6,29.7,2
"90136",3,29.85,2
"90138",4,19.8,2
"90141A",4,19.8,2
"90141B",6,29.7,2
"90141C",4,19.8,2
"90141D",3,14.85,2
"90141E",3,14.85,2
"90142D",9,44.55,2
"90143",19,142.5,2
"90144",7,26.25,2
"90145",21,124.95,2
"90146",13,63.75,2
"90147",21,208.95,2
"90148",8,102,2
"90149",52,335.28,2
"90151",8,68,2
"90152A",3,17.85,2
"90152B",1,5.95,2
"90152C",1,5.95,2
"90154",57,421.75,2
"90155",6,45,2
"90156",3,14.85,2
"90157",7,34.65,2
"90158",14,69.3,2
"90159",3,14.85,2
"90160A",31,215.45,2
"90160B",21,145.95,2
"90160C",41,284.95,2
"90160D",32,222.4,2
"90161A",9,44.55,2
"90161B",45,222.75,2
"90161C",45,222.75,2
"90161D",31,153.45,2
"90162A",6,17.7,2
"90162B",27,79.65,2
"90162C",14,41.3,2
"90162D",10,29.5,2
"90163A",4,30,2
"90163B",2,15,2
"90164A",19,70.35,2
"90164B",28,65.7,2
"90165B",1,2.55,2
"90166",14,58.9,2
"90167",10,8.5,2
"90168",6,17.7,2
"90169",6,15.3,2
"90170",46,75.9,2
"90173",16,60,2
"90174",16,40.8,2
"90175A",9,80.55,2
"90175C",9,80.55,2
"90175D",3,26.85,2
"90176A",2,15,2
"90176B",2,15,2
"90176C",2,15,2
"90176D",7,52.5,2
"90176E",3,22.5,2
"90177A",6,17.7,2
"90177B",7,20.65,2
"90177C",13,38.35,2
"90177D",17,50.15,2
"90177E",6,17.7,2
"90178A",6,71.7,2
"90178B",1,11.95,2
"90179A",3,17.85,2
"90179C",1,5.95,2
"90180A",13,87.35,2
"90180B",3,29.85,2
"90181A",1,8.95,2
"90182C",6,17.7,2
"90183A",20,59,2
"90183C",1,2.95,2
"90184A",8,71.6,2
"90184B",21,187.95,2
"90184C",11,98.45,2
"90185A",22,93.5,2
"90185B",13,55.25,2
"90185C",21,89.25,2
"90185D",32,136,2
"90186A",5,14.75,2
"90186B",12,35.4,2
"90187B",4,13.4,2
"90188",3,7.65,2
"90189A",2,15,2
"90190A",6,17.7,2
"90190B",6,17.7,2
"90190C",5,14.75,2
"90191",22,113.9,2
"90192",23,113.85,2
"90194",12,51,2
"90195A",16,95.2,2
"90195B",3,20.85,2
"90196A",8,102,2
"90196B",4,51,2
"90197B",3,14.85,2
"90198A",34,144.5,2
"90198B",30,127.5,2
"90199A",8,50.8,2
"90199B",2,12.7,2
"90199C",17,107.95,2
"90199D",2,12.7,2
"90200A",41,174.25,2
"90200B",67,284.75,2
"90200C",20,85,2
"90200D",99,408.75,2
"90200E",76,311,2
"90201A",47,138.65,2
"90201B",64,188.8,2
"90201C",52,153.4,2
"90201D",46,135.7,2
"90202A",6,17.7,2
"90202B",7,20.65,2
"90202C",7,20.65,2
"90202D",12,35.4,2
"90204",17,56.95,2
"90205A",16,26.4,2
"90205C",6,9.9,2
"90206A",6,29.7,2
"90206C",13,64.35,2
"90208",10,25.5,2
"90209A",84,163.8,2
"90209B",105,191.1,2
"90209C",231,413.7,2
"90210A",26,35.9,2
"90210B",40,58.6,2
"90210C",94,115.9,2
"90210D",104,125,2
"90211A",5,29.75,2
"90211B",4,23.8,2
"90212B",3,11.25,2
"90212C",6,22.5,2
"90214A",63,55.71,2
"90214B",13,4.73,2
"90214C",52,40.04,2
"90214D",39,25.71,2
"90214E",41,27.25,2
"90214F",13,3.77,2
"90214G",34,18.5,2
"90214H",22,15.02,2
"90214I",25,18.77,2
"90214J",23,17.23,2
"90214K",47,34.75,2
"90214L",51,29.19,2
"90214M",27,22.23,2
"90214N",18,10.02,2
"90214O",12,3.48,2
"90214P",28,11,2
"90214R",15,6.27,2
"90214S",40,26,2
"90214T",12,3.48,2
"90214U",12,3.48,2
"90214V",14,5.98,2
"90214W",12,3.48,2
"90214Y",61,18.65,2
"90214Z",12,3.48,2
"BANK CHARGES",12,165.001,2
"C2",134,6686,2
"DOT",16,11906.36,2
"M",7173,53779.93,3
"PADS",3,0.003,2
"POST",3120,77803.96,3
